"MEASURE","Measure","PROP_TYPE","Property type","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2017-Q4","Dec-2017",3.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2018-Q1","Mar-2018",-0.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2018-Q2","Jun-2018",-3.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2018-Q3","Sep-2018",-4.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2018-Q4","Dec-2018",-7.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",-10.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",-9.6,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q3","Sep-2017",0,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2017-Q4","Dec-2017",1.1,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q1","Mar-2018",-0.8,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q2","Jun-2018",-0.6,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q3","Sep-2018",-1.7,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2018-Q4","Dec-2018",-2.6,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",-3.1,,
"2","Percentage change from previous quarter","2","Established houses","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",-0.6,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2017-Q3","Sep-2017",180.9,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2017-Q4","Dec-2017",180.5,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2018-Q1","Mar-2018",178,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2018-Q2","Jun-2018",175.8,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2018-Q3","Sep-2018",172.1,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2018-Q4","Dec-2018",165.4,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",158.4,,
"1","Index Number","2","Established houses","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",158.1,,
